mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,retention_time,mz
Dihydroxyacetone phosphate,211202_Smp_RWi2_2,19883832,Particulate,-1,Rwi_set1,Glycerol + NH4,12.24054054054054,168.990203
Dihydroxyacetone phosphate,211202_Smp_RWi2_3,258164,Particulate,-1,Rwi_set1,Homarine,12.24054054054054,168.990203
Dihydroxyacetone phosphate,211202_Smp_RWi2_4,226691,Particulate,-1,Rwi_set1,Homarine,12.24054054054054,168.990203
Dihydroxyacetone phosphate,211202_Smp_RWi2_5,11883745,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,12.24054054054054,168.990203
Dihydroxyacetone phosphate,211202_Smp_RWi2_6,9254519,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,12.24054054054054,168.990203
Dimethylsulfoniopropionate,211202_Smp_OBi1_1,819221,Particulate,1,OBi1_set2,Glucose + NH4,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_3,NA,Particulate,1,OBi1_set2,Glucose + NH4,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1_9,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1small_1,5915174,Particulate,1,Obi1_set1,Glucose + NH4,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1small_3,NA,Particulate,1,Obi1_set1,Glucose + NH4,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1small_5,NA,Particulate,1,Obi1_set1,Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_OBi1small_7,NA,Particulate,1,Obi1_set1,Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_RWi2_1,NA,Particulate,1,Rwi_set1,Glycerol + NH4,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_RWi2_3,NA,Particulate,1,Rwi_set1,Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_RWi2_4,288383,Particulate,1,Rwi_set1,Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_RWi2_5,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,9.780625,135.047977
Dimethylsulfoniopropionate,211202_Smp_RWi2_6,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,9.780625,135.047977
Ectoine,211202_Smp_OBi1_1,19705216139.25993,Particulate,1,OBi1_set2,Glucose + NH4,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_2,16893708319.33375,Particulate,1,OBi1_set2,Glucose + NH4,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_3,18635152059.298805,Particulate,1,OBi1_set2,Glucose + NH4,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_4,10094191317.603764,Particulate,1,OBi1_set2,Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_5,10783679878.870792,Particulate,1,OBi1_set2,Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_6,8086966212.710329,Particulate,1,OBi1_set2,Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_7,36084140011.45796,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_8,36973712027.65725,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1_9,29563654436.344425,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1small_1,17292621510.917835,Particulate,1,Obi1_set1,Glucose + NH4,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1small_3,15946122171.927889,Particulate,1,Obi1_set1,Glucose + NH4,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1small_5,12627973679.949747,Particulate,1,Obi1_set1,Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_OBi1small_7,13401167636.0154,Particulate,1,Obi1_set1,Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_RWi2_1,16461229663.658688,Particulate,1,Rwi_set1,Glycerol + NH4,9.47658536585366,143.082053
Ectoine,211202_Smp_RWi2_2,15190007861.37353,Particulate,1,Rwi_set1,Glycerol + NH4,9.47658536585366,143.082053
Ectoine,211202_Smp_RWi2_3,213002104.2787608,Particulate,1,Rwi_set1,Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_RWi2_4,186680883.99846312,Particulate,1,Rwi_set1,Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_RWi2_5,17293910188.73251,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,9.47658536585366,143.082053
Ectoine,211202_Smp_RWi2_6,14541697497.368769,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,9.47658536585366,143.082053
Fumaric acid,211202_Smp_OBi1small_1,NA,Particulate,-1,Obi1_set1,Glucose + NH4,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1small_3,NA,Particulate,-1,Obi1_set1,Glucose + NH4,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1small_5,NA,Particulate,-1,Obi1_set1,Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1small_7,6047643,Particulate,-1,Obi1_set1,Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_1,7343416,Particulate,-1,OBi1_set2,Glucose + NH4,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_2,11169420,Particulate,-1,OBi1_set2,Glucose + NH4,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_3,9219013,Particulate,-1,OBi1_set2,Glucose + NH4,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_4,NA,Particulate,-1,OBi1_set2,Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_5,NA,Particulate,-1,OBi1_set2,Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_6,NA,Particulate,-1,OBi1_set2,Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_7,9496862,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_8,10773090,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_OBi1_9,8461227,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_RWi2_1,10173818,Particulate,-1,Rwi_set1,Glycerol + NH4,12.670243902439024,115.003135
Fumaric acid,211202_Smp_RWi2_2,8062013,Particulate,-1,Rwi_set1,Glycerol + NH4,12.670243902439024,115.003135
Fumaric acid,211202_Smp_RWi2_3,17305262,Particulate,-1,Rwi_set1,Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_RWi2_4,18284460,Particulate,-1,Rwi_set1,Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_RWi2_5,12346649,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,12.670243902439024,115.003135
Fumaric acid,211202_Smp_RWi2_6,8957657,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,12.670243902439024,115.003135
Glucosamine,211202_Smp_OBi1_1,1191906.7922015914,Particulate,1,OBi1_set2,Glucose + NH4,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_2,1580299.313672308,Particulate,1,OBi1_set2,Glucose + NH4,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_3,1191210.2615188991,Particulate,1,OBi1_set2,Glucose + NH4,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_4,6694857.755460148,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_5,5962261.621690639,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_6,6095883.078733853,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_7,5158484.349345178,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_8,5336972.743974321,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1_9,2988565.5618820246,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1small_1,199285.94345656884,Particulate,1,Obi1_set1,Glucose + NH4,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1small_3,216862.2216508088,Particulate,1,Obi1_set1,Glucose + NH4,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1small_5,218510.97455575495,Particulate,1,Obi1_set1,Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_OBi1small_7,NA,Particulate,1,Obi1_set1,Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_RWi2_1,328836.3909196332,Particulate,1,Rwi_set1,Glycerol + NH4,10.47974358974359,180.087199
Glucosamine,211202_Smp_RWi2_2,302715.94086764153,Particulate,1,Rwi_set1,Glycerol + NH4,10.47974358974359,180.087199
Glucosamine,211202_Smp_RWi2_3,NA,Particulate,1,Rwi_set1,Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_RWi2_4,NA,Particulate,1,Rwi_set1,Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_RWi2_5,324770.9773041163,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.47974358974359,180.087199
Glucosamine,211202_Smp_RWi2_6,251311.9841590534,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.47974358974359,180.087199
Glutamylphenylalanine,211202_Smp_OBi1_1,471607.4510294433,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_2,501076.5732325953,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_3,331763.90061051043,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_7,374185.7044700302,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_8,248551.25550912647,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1_9,146496.2119067519,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1small_1,NA,Particulate,1,Obi1_set1,Glucose + NH4,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1small_3,NA,Particulate,1,Obi1_set1,Glucose + NH4,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1small_5,NA,Particulate,1,Obi1_set1,Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_OBi1small_7,NA,Particulate,1,Obi1_set1,Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_RWi2_1,NA,Particulate,1,Rwi_set1,Glycerol + NH4,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_RWi2_3,NA,Particulate,1,Rwi_set1,Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_RWi2_4,NA,Particulate,1,Rwi_set1,Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_RWi2_5,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,8.658846153846154,295.129398
Glutamylphenylalanine,211202_Smp_RWi2_6,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,8.658846153846154,295.129398
Glutathione,211202_Smp_OBi1_1,6615193.697380081,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_2,1507080.087509904,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_3,602409.3433970035,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_5,5621657.7399739055,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_7,11597786.388931664,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1_9,295962.47236494056,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1small_1,283557.37688637915,Particulate,1,Obi1_set1,Glucose + NH4,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1small_3,NA,Particulate,1,Obi1_set1,Glucose + NH4,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1small_5,5739550.690599378,Particulate,1,Obi1_set1,Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_OBi1small_7,2438282.9680686397,Particulate,1,Obi1_set1,Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_RWi2_1,876866.2962792565,Particulate,1,Rwi_set1,Glycerol + NH4,11.47222222222222,308.091634
Glutathione,211202_Smp_RWi2_2,1176348.857236329,Particulate,1,Rwi_set1,Glycerol + NH4,11.47222222222222,308.091634
Glutathione,211202_Smp_RWi2_3,766597.8090969443,Particulate,1,Rwi_set1,Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_RWi2_4,NA,Particulate,1,Rwi_set1,Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_RWi2_5,1460894.3730207633,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.47222222222222,308.091634
Glutathione,211202_Smp_RWi2_6,659762.4527815713,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.47222222222222,308.091634
Glutathione disulfide,211202_Smp_OBi1_1,638829.956743115,Particulate,1,OBi1_set2,Glucose + NH4,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_2,364487.6017335393,Particulate,1,OBi1_set2,Glucose + NH4,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_3,362961.92453779245,Particulate,1,OBi1_set2,Glucose + NH4,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_5,2056224.0422413652,Particulate,1,OBi1_set2,Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_6,342811.4805199964,Particulate,1,OBi1_set2,Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_7,853948.0625480706,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_8,2091504.7268047857,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1_9,3209336.8167934,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1small_1,1714258.487774955,Particulate,1,Obi1_set1,Glucose + NH4,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1small_3,1287129.4057708413,Particulate,1,Obi1_set1,Glucose + NH4,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1small_5,646311.804362971,Particulate,1,Obi1_set1,Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_OBi1small_7,660275.2582628089,Particulate,1,Obi1_set1,Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_RWi2_1,1970743.9941560496,Particulate,1,Rwi_set1,Glycerol + NH4,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_RWi2_2,1793755.181962453,Particulate,1,Rwi_set1,Glycerol + NH4,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_RWi2_3,3398498.4526885725,Particulate,1,Rwi_set1,Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_RWi2_4,3422917.1592063466,Particulate,1,Rwi_set1,Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_RWi2_5,2047659.81103755,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,13.994736842105263,613.159793
Glutathione disulfide,211202_Smp_RWi2_6,1763346.4477408794,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,13.994736842105263,613.159793
Glycerophosphocholine,211202_Smp_OBi1_1,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_3,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1_9,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1small_1,NA,Particulate,1,Obi1_set1,Glucose + NH4,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1small_3,NA,Particulate,1,Obi1_set1,Glucose + NH4,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1small_5,NA,Particulate,1,Obi1_set1,Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_OBi1small_7,NA,Particulate,1,Obi1_set1,Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_RWi2_1,491028,Particulate,1,Rwi_set1,Glycerol + NH4,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_RWi2_2,612746,Particulate,1,Rwi_set1,Glycerol + NH4,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_RWi2_3,1424005,Particulate,1,Rwi_set1,Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_RWi2_4,1078049,Particulate,1,Rwi_set1,Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_RWi2_5,940970,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.929354838709678,258.110652
Glycerophosphocholine,211202_Smp_RWi2_6,985628,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.929354838709678,258.110652
Glycerophosphoric acid,211202_Smp_OBi1small_1,1009791,Particulate,-1,Obi1_set1,Glucose + NH4,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1small_3,1773187,Particulate,-1,Obi1_set1,Glucose + NH4,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1small_5,6336708,Particulate,-1,Obi1_set1,Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1small_7,8109166,Particulate,-1,Obi1_set1,Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_1,16283273,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_2,17552712,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_3,26651968,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_4,10253338,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_5,4913386,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_6,6109368,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_7,14164889,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_8,15651891,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_OBi1_9,12849753,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_RWi2_1,75269096,Particulate,-1,Rwi_set1,Glycerol + NH4,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_RWi2_2,71164176,Particulate,-1,Rwi_set1,Glycerol + NH4,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_RWi2_3,841846,Particulate,-1,Rwi_set1,Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_RWi2_4,688814,Particulate,-1,Rwi_set1,Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_RWi2_5,84923144,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,11.953888888888889,171.005853
Glycerophosphoric acid,211202_Smp_RWi2_6,52454892,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,11.953888888888889,171.005853
Glycine,211202_Smp_OBi1_1,4851746.718189726,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_2,5997902.796941725,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_3,4864490.427508793,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_4,3344907.777035167,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_5,1590128.5600254815,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_6,4007396.561700922,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_7,2941508.507154063,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_8,3732575.962156018,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1_9,3033598.1750676963,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1small_1,1149595.2371403158,Particulate,1,Obi1_set1,Glucose + NH4,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1small_3,1550584.1389226755,Particulate,1,Obi1_set1,Glucose + NH4,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1small_5,2385972.6616966855,Particulate,1,Obi1_set1,Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_OBi1small_7,2482428.138054526,Particulate,1,Obi1_set1,Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_RWi2_1,1804337.5092425256,Particulate,1,Rwi_set1,Glycerol + NH4,11.424615384615384,76.039854
Glycine,211202_Smp_RWi2_2,1602355.1840442517,Particulate,1,Rwi_set1,Glycerol + NH4,11.424615384615384,76.039854
Glycine,211202_Smp_RWi2_3,1311021.725930109,Particulate,1,Rwi_set1,Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_RWi2_4,1293495.579456337,Particulate,1,Rwi_set1,Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_RWi2_5,618739.7868378425,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.424615384615384,76.039854
Glycine,211202_Smp_RWi2_6,672777.5080246023,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.424615384615384,76.039854
Gonyol,211202_Smp_OBi1_1,340641,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_2,246869,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_3,297647,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_4,124972,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_5,120774,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_6,137694,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1_9,51311,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1small_1,208270,Particulate,1,Obi1_set1,Glucose + NH4,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1small_3,197617,Particulate,1,Obi1_set1,Glucose + NH4,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1small_5,131039,Particulate,1,Obi1_set1,Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_OBi1small_7,170407,Particulate,1,Obi1_set1,Homarine,10.69441176470588,179.074191
Gonyol,211202_Smp_RWi2_1,NA,Particulate,1,Rwi_set1,Glycerol + NH4,10.69441176470588,179.074191
Gonyol,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,10.69441176470588,179.074191
Gonyol,211202_Smp_RWi2_3,NA,Particulate,1,Rwi_set1,Homarine,10.69441176470588,179.074191
