assembly,core.catab.path
GCF_000473325.1,No
GCF_000482725.1,No
GCF_000485905.1,Yes
GCF_000489055.1,No
GCF_000489135.1,No
GCF_000489155.1,No
GCF_000489295.1,Yes
GCF_000489335.1,Yes
GCF_000489435.1,Yes
GCF_000489535.1,No
GCF_000490255.1,No
GCF_000490275.1,No
GCF_000490295.1,No
GCF_000491755.1,Yes
GCF_000491815.1,No
GCF_000491855.1,No
GCF_000493315.1,No
GCF_000498395.2,No
GCF_000498575.2,No
GCF_000507325.1,No
GCF_000508345.1,Yes
GCF_000511355.1,Yes
GCF_000511385.1,Yes
GCF_000511655.1,Yes
GCF_000514015.1,No
GCF_000521215.1,No
GCF_000521865.1,Yes
GCF_000586475.1,No
GCF_000613045.3,Yes
GCF_000614975.1,Yes
GCF_000619885.1,Yes
GCF_000620085.1,No
GCF_000620365.1,No
GCF_000621165.1,No
GCF_000622145.1,No
GCF_000633915.1,Yes
GCF_000685055.1,No
GCF_000685075.1,No
GCF_000685805.1,No
GCF_000695685.1,No
GCF_000707145.1,No
GCF_000730475.1,No
GCF_000731955.1,Yes
GCF_000737195.2,No
GCF_000740665.1,No
GCF_000742455.1,No
GCF_000743705.1,Yes
GCF_000764205.1,Yes
GCF_000764225.1,Yes
GCF_000768555.3,No
GCF_000770115.1,No
GCF_000772065.1,No
GCF_000772105.1,No
GCF_000772655.1,No
GCF_000785435.2,No
GCF_000787655.1,Yes
GCF_000799625.1,No
GCF_000801275.2,Yes
GCF_000813725.1,Yes
GCF_000813745.1,Yes
GCF_000813785.1,Yes
GCF_000813885.1,Yes
GCF_000813905.1,Yes
GCF_000813925.1,Yes
GCF_000813945.1,No
GCF_000813965.1,Yes
GCF_000813985.1,No
GCF_000814005.1,Yes
GCF_000817815.1,No
GCF_000817825.1,No
GCF_000818235.1,No
GCF_000818255.1,No
GCF_000818275.1,No
GCF_000818295.1,No
GCF_000818315.1,No
GCF_000818335.1,Yes
GCF_000818355.1,No
GCF_000818375.1,No
GCF_000818415.1,No
GCF_000818435.1,No
GCF_000818455.1,No
GCF_000819625.1,Yes
GCF_000826835.2,Yes
GCF_000826845.1,Yes
GCF_000827875.1,Yes
GCF_000827885.1,Yes
GCF_000829615.1,No
GCF_000829635.1,No
GCF_000829735.1,No
GCF_000834085.1,Yes
GCF_000834155.1,Yes
GCF_000875995.1,Yes
GCF_000935045.1,No
GCF_000949955.1,Yes
GCF_000949965.1,Yes
GCF_000950005.1,No
GCF_000950075.1,No
GCF_000950095.1,Yes
GCF_000950135.1,Yes
GCF_000950335.1,Yes
GCF_000958585.1,Yes
GCF_000958655.1,No
GCF_000960565.1,Yes
GCF_000961515.1,No
GCF_000961715.1,Yes
GCF_000962815.1,Yes
GCF_000967465.2,No
GCF_000967475.1,Yes
GCF_000967485.1,No
GCF_000967495.1,No
GCF_000967645.1,Yes
GCF_000967665.1,Yes
GCF_000972265.1,No
GCF_000972275.1,Yes
GCF_000973155.1,Yes
GCF_001005285.1,No
GCF_001006135.1,Yes
GCF_001010935.1,No
GCF_001013315.1,Yes
GCF_001014615.2,No
GCF_001023155.1,No
GCF_001026905.1,Yes
GCF_001039575.1,No
GCF_001043175.1,Yes
GCF_001048475.1,No
GCF_001048495.1,No
GCF_001048515.1,No
GCF_001048535.1,No
GCF_001048555.1,No
GCF_001048575.1,No
GCF_001048595.1,No
GCF_001048635.1,No
GCF_001048655.1,No
GCF_001050595.1,Yes
GCF_001050615.1,Yes
GCF_001050635.1,Yes
GCF_001050655.1,Yes
GCF_001050675.1,Yes
GCF_001050695.1,Yes
GCF_001050715.1,Yes
GCF_001050875.1,Yes
GCF_001066335.1,No
GCF_001077495.1,No
GCF_001077885.1,No
GCF_001179845.1,No
GCF_001179985.1,No
GCF_001180025.1,No
GCF_001180165.1,No
GCF_001180185.1,No
GCF_001180225.1,No
GCF_001183585.1,No
GCF_001185265.1,No
GCF_001185275.1,Yes
GCF_001185405.1,No
GCF_001185455.1,No
GCF_001185465.1,No
GCF_001185495.1,No
GCF_001185515.1,Yes
GCF_001185575.1,Yes
GCF_001185585.1,No
GCF_001185645.1,No
GCF_001188205.1,No
GCF_001202015.1,Yes
GCF_001238295.1,No
GCF_001243385.1,No
GCF_001243545.1,No
GCF_001243675.1,No
GCF_001243735.1,No
GCF_001243825.1,No
GCF_001244075.1,No
GCF_001244175.1,No
GCF_001251095.1,Yes
GCF_001258055.1,Yes
GCF_001262155.1,No
GCF_001262735.1,No
GCF_001262745.1,No
GCF_001263135.1,No
GCF_001266795.1,Yes
GCF_001267595.1,No
GCF_001267615.1,No
GCF_001269465.1,Yes
GCF_001269475.1,No
GCF_001269495.1,No
GCF_001270205.1,Yes
GCF_001273555.1,No
GCF_001273575.1,No
GCF_001273715.1,No
GCF_001273835.1,No
GCF_001273855.1,No
GCF_001274805.1,No
GCF_001281315.1,No
GCF_001282125.1,No
GCF_001292625.1,Yes
GCF_001293025.1,Yes
GCF_001294455.1,No
GCF_001294535.1,Yes
GCF_001297935.1,No
GCF_001298125.1,No
GCF_001298415.1,No
GCF_001303895.1,No
GCF_001305295.1,Yes
GCF_001306195.1,No
GCF_001306215.1,No
GCF_001306785.1,No
GCF_001306825.1,No
GCF_001306845.1,Yes
GCF_001306875.1,Yes
GCF_001307765.1,Yes
GCF_001310575.2,No
GCF_001314605.1,Yes
GCF_001319995.1,No
GCF_001320085.1,Yes
GCF_001320165.1,No
GCF_001320205.1,No
GCF_001320295.1,Yes
GCF_001320655.1,No
GCF_001320745.1,Yes
GCF_001320785.1,No
GCF_001368855.1,No
GCF_001368875.1,No
GCF_001368895.1,No
GCF_001399455.2,No
GCF_001403735.1,Yes
GCF_001404195.1,Yes
GCF_001426365.1,No
GCF_001426465.1,No
GCF_001426685.1,No
GCF_001427045.1,No
GCF_001427765.1,No
GCF_001429005.1,No
GCF_001429045.1,No
GCF_001429125.1,No
GCF_001431305.1,No
GCF_001441615.1,No
GCF_001441635.1,No
GCF_001447385.1,No
GCF_001455895.1,No
GCF_001456255.1,Yes
GCF_001458095.1,Yes
GCF_001458195.1,Yes
GCF_001458295.1,Yes
GCF_001458315.1,No
GCF_001458395.1,Yes
GCF_001458435.1,No
GCF_001462175.1,Yes
GCF_001465295.1,No
GCF_001469735.1,Yes
GCF_001471275.2,Yes
GCF_001471575.2,No
GCF_001497485.1,No
GCF_001507545.1,Yes
GCF_001507595.1,Yes
GCF_001525585.2,No
GCF_001525595.2,Yes
GCF_001529285.1,No
GCF_001541335.1,No
GCF_001542955.1,Yes
GCF_001557765.1,No
GCF_001557775.1,No
GCF_001557875.1,No
GCF_001557965.1,No
GCF_001558015.1,No
GCF_001558055.1,No
GCF_001558095.1,No
GCF_001558435.2,No
GCF_001559595.1,No
GCF_001559785.1,Yes
GCF_001563765.1,No
GCF_001574435.1,No
GCF_001584265.1,No
GCF_001591085.1,Yes
GCF_001591105.1,No
GCF_001591145.1,No
GCF_001591185.1,No
GCF_001593695.1,Yes
GCF_001617475.1,No
GCF_001623065.1,Yes
GCF_001623075.1,Yes
GCF_001623085.1,Yes
GCF_001623095.1,Yes
GCF_001623145.1,Yes
GCF_001623165.1,Yes
GCF_001623225.1,Yes
GCF_001623245.1,Yes
GCF_001623285.1,Yes
GCF_001624595.1,Yes
GCF_001624695.1,Yes
GCF_001624705.1,Yes
GCF_001625175.1,No
GCF_001633825.1,No
GCF_001633835.1,No
GCF_001633845.1,No
GCF_001633855.1,No
GCF_001633905.1,No
GCF_001633915.1,No
GCF_001633935.1,No
GCF_001633955.1,No
GCF_001633985.1,No
GCF_001633995.1,No
GCF_001634015.1,No
GCF_001634035.1,No
GCF_001634105.1,No
GCF_001634125.1,No
GCF_001634135.1,No
GCF_001634165.1,No
GCF_001634185.1,No
GCF_001634205.1,No
GCF_001634215.1,No
GCF_001634245.1,No
GCF_001635455.1,No
GCF_001636035.1,No
GCF_001639065.2,No
GCF_001639745.1,No
GCF_001646955.1,No
GCF_001650765.1,No
GCF_001650915.1,No
GCF_001650975.1,No
GCF_001653135.1,No
GCF_001653615.1,No
GCF_001655295.1,No
GCF_001661075.1,Yes
GCF_001675855.1,No
GCF_001675875.1,No
GCF_001675885.1,No
GCF_001675965.1,No
GCF_001676015.1,No
GCF_001676065.1,Yes
GCF_001676075.1,Yes
GCF_001676135.1,Yes
GCF_001676195.1,Yes
GCF_001676215.1,Yes
GCF_001676235.1,No
GCF_001676275.1,Yes
GCF_001678945.1,No
GCF_001679745.1,Yes
GCF_001679925.1,Yes
GCF_001680045.1,No
GCF_001682945.1,No
GCF_001685465.1,No
GCF_001687805.1,No
GCF_001690985.1,No
GCF_001691025.1,No
GCF_001691055.1,Yes
GCF_001691065.1,No
GCF_001691175.1,No
GCF_001691185.1,No
GCF_001691195.1,No
GCF_001691235.1,No
GCF_001691275.1,No
GCF_001692185.1,No
GCF_001693615.1,No
GCF_001695575.1,No
GCF_001696065.1,No
GCF_001696155.1,No
GCF_001696225.1,No
GCF_001707825.1,No
GCF_001708505.1,No
GCF_001713395.1,No
GCF_001718025.1,No
GCF_001723385.1,No
GCF_001726165.1,No
GCF_001726265.1,No
GCF_001726355.1,No
GCF_001726755.1,No
GCF_001726915.1,No
GCF_001726965.1,No
GCF_001726975.1,No
GCF_001726985.1,No
GCF_001727025.1,No
GCF_001727055.1,No
GCF_001727185.1,No
GCF_001727195.1,No
GCF_001727205.1,No
GCF_001727395.1,No
GCF_001727405.1,No
GCF_001727775.1,No
GCF_001727915.1,Yes
GCF_001727975.1,Yes
GCF_001728255.1,No
GCF_001753835.1,No
GCF_001753855.1,No
GCF_001753955.1,No
GCF_001753975.1,No
GCF_001758225.1,No
GCF_001767335.1,Yes
GCF_001808425.1,No
GCF_001854795.1,No
GCF_001854815.1,Yes
GCF_001856105.1,Yes
GCF_001856115.1,No
GCF_001858245.1,No
GCF_001870485.1,No
GCF_001879695.1,Yes
GCF_001879715.1,No
GCF_001886615.1,No
GCF_001888185.1,Yes
GCF_001890925.1,Yes
GCF_001906625.1,No
GCF_001906925.1,No
GCF_001908435.2,No
GCF_001908835.1,Yes
GCF_001909305.1,No
GCF_001921745.1,Yes
GCF_001939685.1,No
GCF_001939735.1,Yes
GCF_001941685.1,No
GCF_001957165.1,No
GCF_001968815.1,Yes
GCF_001968825.1,No
GCF_001969325.1,No
GCF_001969345.1,Yes
GCF_001974565.1,No
GCF_001974605.1,No
GCF_001974615.1,No
GCF_001981245.1,No
GCF_001991055.1,No
GCF_001995865.1,No
GCF_001995995.1,No
GCF_002002385.1,No
GCF_002003485.1,No
GCF_002009235.1,No
GCF_002021755.1,No
GCF_002026255.1,No
GCF_002027615.1,No
GCF_002029345.1,No
GCF_002072155.1,No
GCF_002073635.2,Yes
GCF_002094775.1,Yes
GCF_002094785.1,No
GCF_002094795.1,Yes
GCF_002094875.1,No
GCF_002101315.1,No
GCF_002105235.1,Yes
GCF_002105475.1,No
GCF_002114195.1,Yes
GCF_002114585.1,No
GCF_002114595.1,No
GCF_002115725.1,Yes
GCF_002115805.1,Yes
GCF_002118275.1,Yes
GCF_002118285.1,Yes
GCF_002118315.1,Yes
GCF_002119405.1,No
GCF_002119505.2,No
GCF_002119545.1,No
GCF_002119565.1,No
GCF_002119585.1,No
GCF_002140055.1,No
GCF_002142655.1,No
GCF_002149085.1,No
GCF_002149105.1,No
GCF_002150805.1,No
GCF_002155145.1,Yes
GCF_002156455.1,No
GCF_002156475.1,No
GCF_002156525.1,No
GCF_002157205.1,Yes
GCF_002157515.1,No
GCF_002157895.1,No
GCF_002163755.1,No
GCF_002165665.1,No
GCF_002165695.1,No
GCF_002188465.1,No
GCF_002196965.1,No
GCF_002197465.1,No
GCF_002211785.1,Yes
GCF_002214395.1,No
GCF_002220365.1,Yes
GCF_002221425.1,No
GCF_002224105.1,No
GCF_002236105.1,Yes
GCF_002238235.1,No
GCF_002265265.1,No
GCF_002276045.1,No
GCF_002286405.1,No
GCF_002286655.1,No
GCF_002287625.1,No
GCF_002290005.1,No
GCF_002295105.1,No
GCF_002302355.1,No
GCF_002302375.1,No
GCF_002303925.1,No
GCF_002303975.1,Yes
GCF_002332245.1,No
GCF_002342735.1,No
GCF_002354655.1,Yes
GCF_002356095.1,Yes
GCF_002358135.1,No
GCF_002377945.1,Yes
GCF_002381285.1,Yes
GCF_002381305.1,Yes
GCF_002381325.1,Yes
GCF_002381365.1,Yes
GCF_002381385.1,Yes
GCF_002388965.1,Yes
GCF_002388985.1,Yes
GCF_002393525.1,Yes
GCF_002407245.1,Yes
GCF_002412025.1,Yes
GCF_002412045.1,Yes
GCF_002438125.1,Yes
GCF_002453835.1,Yes
GCF_002454035.1,Yes
GCF_002563795.1,No
GCF_002697735.1,Yes
GCF_002706495.1,Yes
GCF_002714685.1,Yes
GCF_002721215.1,Yes
GCF_002723455.1,No
GCF_002723615.1,Yes
GCF_002733065.1,No
GCF_002737025.1,No
GCF_002741075.1,No
GCF_002741985.1,No
GCF_002742585.1,No
GCF_002742995.1,No
GCF_002743035.1,No
GCF_002743055.1,No
GCF_002743115.1,No
GCF_002743165.1,No
GCF_002743245.1,No
GCF_002795845.1,Yes
GCF_002796795.1,Yes
GCF_002797755.1,No
GCF_002802985.1,No
GCF_002806975.1,No
GCF_002807095.1,No
GCF_002810225.1,Yes
GCF_002834145.1,No
GCF_002835505.1,No
GCF_002835515.1,No
GCF_002835905.1,Yes
GCF_002835995.1,Yes
GCF_002836245.1,No
GCF_002836355.1,No
GCF_002836415.1,Yes
GCF_002836735.1,No
GCF_002850295.1,No
GCF_002860325.1,Yes
GCF_002862505.1,Yes
GCF_002864745.1,No
GCF_002864765.1,No
GCF_002864815.1,No
GCF_002864915.1,No
GCF_002864945.1,No
GCF_002865005.1,No
GCF_002865045.1,No
GCF_002865155.1,No
GCF_002865185.1,No
GCF_002865225.1,No
GCF_002872535.2,No
GCF_002872545.1,No
GCF_002872555.1,No
GCF_002872565.1,No
GCF_002872615.1,No
GCF_002872625.1,Yes
GCF_002872635.1,No
GCF_002872645.1,No
GCF_002872695.1,No
GCF_002872705.1,No
GCF_002872735.1,No
GCF_002872755.1,Yes
GCF_002872775.1,No
GCF_002872815.1,No
GCF_002872835.1,No
GCF_002872855.1,No
GCF_002872865.1,No
GCF_002872895.1,No
GCF_002872905.1,No
GCF_002872925.1,No
GCF_002872955.1,No
GCF_002872975.1,Yes
GCF_002873015.1,Yes
GCF_002873035.1,Yes
GCF_002873045.1,No
GCF_002873075.1,No
GCF_002873095.1,No
GCF_002873115.1,No
GCF_002873185.1,No
GCF_002873195.1,No
GCF_002873225.1,Yes
GCF_002873235.1,No
GCF_002873265.1,No
GCF_002873285.1,No
GCF_002873335.1,No
GCF_002873345.1,No
GCF_002873375.1,Yes
GCF_002873405.1,No
GCF_002873455.1,No
GCF_002873475.1,No
GCF_002873485.1,No
GCF_002873515.1,No
GCF_002873555.1,No
GCF_002873565.1,No
GCF_002873645.1,No
GCF_002873695.1,No
GCF_002873735.1,No
GCF_002873745.1,No
GCF_002873825.1,Yes
GCF_002873855.2,No
GCF_002873935.1,No
GCF_002873965.1,Yes
GCF_002873995.1,No
GCF_002874015.1,No
GCF_002874035.1,No
GCF_002874055.1,No
GCF_002874075.1,No
GCF_002874085.1,Yes
GCF_002874115.1,No
GCF_002874135.1,No
GCF_002874155.1,Yes
GCF_002874165.1,Yes
GCF_002874195.1,No
GCF_002874205.1,No
GCF_002874235.1,No
GCF_002874245.1,No
GCF_002874275.1,No
GCF_002874305.1,No
GCF_002874335.1,No
GCF_002874375.1,Yes
GCF_002874415.1,No
GCF_002874435.1,No
GCF_002874445.1,No
GCF_002874485.1,No
GCF_002874515.1,No
GCF_002874555.1,No
GCF_002874595.1,No
GCF_002874615.1,No
GCF_002874655.2,No
GCF_002874745.1,No
GCF_002874765.1,No
GCF_002874795.1,No
GCF_002874845.1,No
GCF_002874905.1,Yes
GCF_002874925.1,No
GCF_002874945.1,No
GCF_002874975.1,No
GCF_002875005.1,No
GCF_002875015.1,No
GCF_002875045.1,No
GCF_002875065.1,No
GCF_002875085.1,No
GCF_002875095.1,No
GCF_002875125.1,No
GCF_002875145.1,No
GCF_002875225.1,No
GCF_002875305.1,No
GCF_002875345.1,No
GCF_002875385.1,No
GCF_002875395.1,No
GCF_002875465.1,No
GCF_002875485.1,No
GCF_002875495.1,No
GCF_002875525.1,No
GCF_002875545.1,No
GCF_002875625.1,No
GCF_002875635.1,Yes
GCF_002875665.1,No
GCF_002875715.1,No
GCF_002875745.1,No
GCF_002875755.1,No
GCF_002875785.1,No
GCF_002875805.1,No
GCF_002875825.1,No
GCF_002875845.1,No
GCF_002875865.2,No
GCF_002875945.1,No
GCF_002875965.1,No
GCF_002875995.1,No
GCF_002876025.1,No
GCF_002876045.1,No
GCF_002876065.1,No
GCF_002876085.1,No
GCF_002876105.1,No
GCF_002876225.1,No
GCF_002876245.1,No
GCF_002876255.1,No
GCF_002876285.1,No
GCF_002876325.1,No
GCF_002876335.1,No
GCF_002876365.1,No
GCF_002876405.1,No
GCF_002876415.1,No
GCF_002876425.1,No
GCF_002876465.1,No
GCF_002876485.1,No
GCF_002876525.1,No
GCF_002876565.1,No
GCF_002876645.1,No
GCF_002876665.1,No
GCF_002876675.1,No
GCF_002876705.1,No
GCF_002876745.1,No
GCF_002876785.1,No
GCF_002876795.1,No
GCF_002876825.1,No
GCF_002876845.1,No
GCF_002876865.1,No
GCF_002876905.1,No
GCF_002876945.2,No
GCF_002877005.2,No
GCF_002877015.1,No
GCF_002877115.1,No
GCF_002877155.1,No
GCF_002877195.1,No
GCF_002877225.1,No
GCF_002877235.1,No
GCF_002877245.1,No
GCF_002877315.1,No
GCF_002877345.1,No
GCF_002877375.1,Yes
GCF_002877405.1,No
GCF_002877415.1,No
GCF_002877445.1,No
GCF_002877465.1,Yes
GCF_002877485.1,No
GCF_002877505.1,No
GCF_002877525.1,No
GCF_002877535.1,No
GCF_002877585.1,No
GCF_002877605.2,No
GCF_002877625.1,No
GCF_002877645.1,No
GCF_002877705.1,No
GCF_002877725.1,No
GCF_002877735.1,No
GCF_002877745.1,No
GCF_002878515.1,No
GCF_002878555.1,No
GCF_002878595.1,No
GCF_002878635.1,No
GCF_002883535.1,Yes
GCF_002883915.1,Yes
GCF_002887615.1,No
GCF_002888685.1,Yes
GCF_002888715.1,Yes
GCF_002891665.1,Yes
GCF_002891885.1,Yes
GCF_002891905.1,Yes
GCF_002891925.1,Yes
GCF_002891945.1,Yes
GCF_002891965.1,Yes
GCF_002891985.1,Yes
GCF_002892005.1,Yes
GCF_002892025.1,Yes
GCF_002892045.1,Yes
GCF_002892065.1,Yes
GCF_002892085.1,Yes
GCF_002892125.1,Yes
GCF_002892145.1,Yes
GCF_002892165.1,Yes
GCF_002892185.1,Yes
GCF_002892205.1,Yes
GCF_002892225.1,Yes
GCF_002892245.1,Yes
GCF_002892265.1,Yes
GCF_002893865.1,Yes
GCF_002897295.1,No
GCF_002899905.1,No
GCF_002901725.1,Yes
GCF_002901745.1,No
GCF_002906455.1,No
GCF_002906475.1,No
GCF_002906655.1,No
GCF_002906715.1,Yes
GCF_002906815.1,Yes
GCF_002910975.1,Yes
GCF_002917925.1,No
GCF_002929905.1,No
GCF_002929925.1,No
GCF_002929935.1,No
GCF_002929945.1,No
GCF_002929985.1,No
GCF_002930005.1,No
GCF_002930045.1,No
GCF_002933275.1,No
GCF_002933855.1,No
GCF_002934665.1,No
GCF_002934685.1,Yes
GCF_002936955.1,No
GCF_002953115.1,Yes
GCF_002953395.1,Yes
GCF_002953975.1,Yes
GCF_002954505.1,No
GCF_002954525.1,No
GCF_002954555.1,No
GCF_002954715.1,Yes
GCF_002954725.1,Yes
GCF_002995655.1,No
GCF_003002115.1,Yes
GCF_003002975.1,Yes
GCF_003002995.1,No
GCF_003003215.1,Yes
GCF_003003355.1,No
GCF_003012795.1,No
GCF_003014475.1,Yes
GCF_003014615.1,No
GCF_003025535.1,Yes
GCF_003025555.1,No
GCF_003025615.1,Yes
GCF_003025625.1,Yes
GCF_003025655.1,Yes
GCF_003025695.1,Yes
GCF_003025715.1,Yes
GCF_003025735.1,Yes
GCF_003025755.1,Yes
GCF_003025775.1,Yes
GCF_003025795.1,Yes
GCF_003025815.1,Yes
GCF_003025835.1,Yes
GCF_003025855.1,Yes
GCF_003025875.1,Yes
GCF_003025895.1,Yes
GCF_003025915.1,No
GCF_003025935.1,Yes
GCF_003025945.1,Yes
GCF_003025975.1,Yes
GCF_003025995.1,No
GCF_003026215.1,No
GCF_003026275.1,Yes
GCF_003026285.1,Yes
GCF_003026355.1,Yes
GCF_003026365.1,No
GCF_003026435.1,No
GCF_003026455.1,No
GCF_003026495.1,No
GCF_003026515.1,Yes
GCF_003026535.1,Yes
GCF_003026545.1,Yes
GCF_003026575.1,Yes
GCF_003026595.1,Yes
GCF_003026615.1,Yes
GCF_003026635.1,Yes
GCF_003026655.1,Yes
GCF_003026675.1,Yes
GCF_003026855.1,No
GCF_003026975.1,Yes
GCF_003027035.1,Yes
GCF_003027055.1,Yes
GCF_003027115.1,Yes
GCF_003028875.1,Yes
GCF_003030845.1,No
GCF_003031585.1,Yes
GCF_003045765.1,No
GCF_003045775.1,No
GCF_003049845.1,No
GCF_003049855.1,No
GCF_003049865.1,No
GCF_003049905.1,No
GCF_003049925.1,No
GCF_003049945.1,No
GCF_003049965.1,No
GCF_003049975.1,No
GCF_003050005.1,No
GCF_003050025.1,No
GCF_003050045.1,No
GCF_003050065.1,No
GCF_003050085.1,No
GCF_003050105.1,No
GCF_003050125.1,No
GCF_003050145.1,No
GCF_003050165.1,No
GCF_003050175.1,No
GCF_003050205.1,No
GCF_003050225.1,No
GCF_003050245.1,No
GCF_003050255.1,No
GCF_003050285.1,No
GCF_003050305.1,No
GCF_003050315.1,No
GCF_003050345.1,No
GCF_003050355.1,No
GCF_003050385.1,No
GCF_003050405.1,No
GCF_003050425.1,No
GCF_003050445.1,No
GCF_003050465.1,No
GCF_003050485.1,No
GCF_003050505.1,No
GCF_003050545.1,No
GCF_003050585.1,No
GCF_003050605.1,No
GCF_003053335.1,No
GCF_003053385.1,No
GCF_003054195.1,Yes
GCF_003056305.1,No
GCF_003056325.1,Yes
GCF_003057655.1,No
GCF_003072125.1,Yes
GCF_003075035.1,Yes
GCF_003085735.1,No
GCF_003097275.1,No
GCF_003097295.1,No
GCF_003097365.1,Yes
GCF_003121405.1,No
GCF_003122205.1,No
GCF_003123985.1,No
GCF_003129565.1,No
GCF_003148585.1,No
GCF_003149265.1,No
GCF_003149565.1,No
GCF_003172875.1,Yes
GCF_003176655.1,Yes
GCF_003203495.1,No
GCF_003204195.1,No
GCF_003208435.1,Yes
GCF_003209315.1,Yes
GCF_003217155.1,No
GCF_003225665.1,No
GCF_003225695.1,No
GCF_003225705.1,No
GCF_003225735.1,No
GCF_003225755.1,No
GCF_003243335.1,No
GCF_003254185.1,Yes
GCF_003258595.1,No
GCF_003258835.1,Yes
GCF_003269045.1,No
GCF_003269115.1,No
GCF_003289945.1,No
GCF_003298505.1,Yes
GCF_003312585.1,No
GCF_003315345.1,No
GCF_003316635.1,Yes
GCF_003318155.1,No
GCF_003318255.1,Yes
GCF_003326605.2,No
GCF_003333265.1,Yes
GCF_003334845.1,No
GCF_003337565.1,Yes
GCF_003340555.1,No
GCF_003345295.1,No
GCF_003345655.1,Yes
GCF_003350225.1,No
GCF_003352065.1,Yes
GCF_003385185.1,No
GCF_003385555.1,No
GCF_003385715.1,No
GCF_003391375.1,No
GCF_003399705.1,Yes
GCF_003408655.1,No
GCF_003408935.1,No
GCF_003443535.1,Yes
GCF_003443555.1,Yes
GCF_003443575.1,Yes
GCF_003443595.1,Yes
GCF_003507055.1,Yes
GCF_003524605.1,Yes
GCF_003570715.1,Yes
GCF_003574735.1,Yes
GCF_003586135.1,Yes
GCF_003596405.1,No
GCF_003605645.1,Yes
GCF_003610515.1,Yes
GCF_003612915.1,No
GCF_003613035.1,No
GCF_003613065.1,No
GCF_003634925.1,Yes
GCF_003651245.1,No
GCF_003663885.1,Yes
GCF_003664205.1,Yes
GCF_003666515.1,No
GCF_003671955.1,Yes
GCF_003691485.1,No
GCF_003691505.1,No
GCF_003691545.1,No
GCF_003725815.1,No
GCF_003726935.1,No
GCF_003731745.1,Yes
GCF_003731905.1,No
GCF_003731925.1,No
GCF_003731955.1,No
GCF_003751095.1,No
GCF_003751145.1,No
GCF_003751155.1,No
GCF_003751205.1,No
GCF_003751235.1,No
GCF_003751525.1,No
GCF_003751575.1,No
GCF_003751765.1,No
GCF_003751865.1,No
GCF_003751925.1,No
GCF_003751935.1,No
GCF_003752445.1,No
GCF_003755045.1,No
GCF_003755055.1,No
GCF_003755075.1,No
GCF_003790425.1,No
GCF_003798525.1,No
GCF_003814595.1,No
GCF_003814615.1,No
GCF_003814645.1,No
GCF_003814675.1,No
GCF_003814775.1,No
GCF_003814845.1,No
GCF_003814975.1,No
GCF_003841465.1,No
GCF_003856855.1,No
GCF_003858655.1,Yes
GCF_003937805.1,Yes
GCF_003942025.1,No
GCF_003946885.1,No
GCF_003952545.1,No
GCF_003966155.1,No
GCF_003970385.1,No
GCF_003970425.1,Yes
GCF_003989795.1,No
GCF_003990645.1,No
GCF_003991405.1,Yes
GCF_003994535.1,No
GCF_003997225.1,No
GCF_003998015.1,Yes
GCF_003998265.1,Yes
GCF_004000255.1,No
GCF_004001945.1,No
GCF_004002165.1,No
GCF_004002175.1,No
GCF_004002185.1,No
GCF_004002265.1,No
GCF_004002295.1,No
GCF_004002305.1,No
GCF_004002375.1,No
GCF_004002395.1,No
GCF_004002565.1,No
GCF_004002595.1,No
GCF_004002725.1,No
GCF_004002805.1,No
GCF_004003005.1,No
GCF_004003085.1,No
GCF_004003175.1,No
GCF_004003245.1,No
GCF_004003255.1,No
GCF_004003395.1,No
GCF_004003615.1,No
GCF_004004015.1,No
GCF_004004025.1,No
GCF_004004045.1,No
GCF_004004125.1,No
GCF_004004135.1,No
GCF_004004355.1,No
GCF_004004445.1,No
GCF_004004485.1,No
GCF_004004695.1,No
GCF_004006175.1,Yes
GCF_004011175.1,No
GCF_004016625.1,Yes
GCF_004016745.1,Yes
GCF_004016805.1,Yes
GCF_004016895.1,Yes
GCF_004017175.1,Yes
GCF_004017525.1,Yes
GCF_004017535.1,Yes
GCF_004017565.1,No
GCF_004017585.1,No
GCF_004017935.1,No
GCF_004018155.1,Yes
GCF_004018165.1,No
GCF_004018245.1,Yes
GCF_004019575.1,Yes
GCF_004020305.1,Yes
GCF_004020595.1,Yes
GCF_004020855.1,Yes
GCF_004020875.1,Yes
GCF_004020985.1,Yes
GCF_004020995.1,Yes
GCF_004022075.1,No
GCF_004022615.1,No
GCF_004104355.1,Yes
GCF_004116385.1,Yes
GCF_004120195.1,No
GCF_004123195.1,Yes
GCF_004145845.1,Yes
GCF_004153435.1,No
GCF_004153505.1,No
GCF_004168035.1,No
GCF_004283075.1,No
GCF_004328665.1,Yes
GCF_004340345.1,No
GCF_004341035.1,No
GCF_004341645.1,No
GCF_004341705.1,No
GCF_004341745.1,No
GCF_004341905.1,No
GCF_004342205.1,No
GCF_004342305.1,No
GCF_004342375.1,No
GCF_004342545.1,No
GCF_004342565.1,No
GCF_004342805.1,No
GCF_004342865.1,No
GCF_004342955.1,No
GCF_004343405.1,No
GCF_004343425.1,No
GCF_004343545.1,No
GCF_004345225.1,No
GCF_004345475.1,No
GCF_004345525.1,No
GCF_004345545.1,No
GCF_004345555.1,No
GCF_004345845.1,No
GCF_004346295.1,No
GCF_004346325.1,No
GCF_004346345.1,No
GCF_004346495.1,No
GCF_004346625.1,No
GCF_004346865.1,No
GCF_004347715.1,No
GCF_004348895.1,No
GCF_004349325.1,No
