mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,RT,mz,dat_type,MS2,add_annotation,pseudo_ID,adduct_group_ID,nm_theroetical,row_id
HILICPos_217,211202_Smp_OBi1_9,1653200.1148264469,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.892,205.08243,nontargeted,NA,NA,NA,NA,NA,221
HILICPos_219,211202_Smp_OBi1_1,337270.810566009,Particulate,1,OBi1_set2,Glucose + NH4,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_2,333177.1958211162,Particulate,1,OBi1_set2,Glucose + NH4,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_3,311517.6774290162,Particulate,1,OBi1_set2,Glucose + NH4,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_4,38848.451474738664,Particulate,1,OBi1_set2,Homarine,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_5,60543.061728232155,Particulate,1,OBi1_set2,Homarine,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_6,27351.28752990647,Particulate,1,OBi1_set2,Homarine,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_7,649677.9570736318,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_8,707722.7209783538,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_219,211202_Smp_OBi1_9,952557.8650731104,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.702,205.1295,nontargeted,NA,NA,NA,NA,NA,222
HILICPos_221,211202_Smp_OBi1_1,1684446.1093369103,Particulate,1,OBi1_set2,Glucose + NH4,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_2,1836869.041324321,Particulate,1,OBi1_set2,Glucose + NH4,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_3,1487539.9102744055,Particulate,1,OBi1_set2,Glucose + NH4,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_4,3072771.9342400995,Particulate,1,OBi1_set2,Homarine,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_5,2531783.660889732,Particulate,1,OBi1_set2,Homarine,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_6,2574876.068190275,Particulate,1,OBi1_set2,Homarine,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_7,2025383.31499824,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_8,1776033.9853802188,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_221,211202_Smp_OBi1_9,1723082.6570624013,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.107,206.10271,nontargeted,NA,NA,NA,NA,NA,223
HILICPos_223,211202_Smp_OBi1_1,344643.9505584203,Particulate,1,OBi1_set2,Glucose + NH4,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_2,387635.3388814428,Particulate,1,OBi1_set2,Glucose + NH4,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_3,327708.6156856496,Particulate,1,OBi1_set2,Glucose + NH4,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_4,586361.701503903,Particulate,1,OBi1_set2,Homarine,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_5,565367.702611851,Particulate,1,OBi1_set2,Homarine,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_6,528210.1960467119,Particulate,1,OBi1_set2,Homarine,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_7,1059646.9762460806,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_8,878770.3837263236,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_223,211202_Smp_OBi1_9,978736.036149551,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.747,212.02252,nontargeted,NA,NA,NA,NA,NA,224
HILICPos_226,211202_Smp_OBi1_1,36744292,Particulate,1,OBi1_set2,Glucose + NH4,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_2,41870268,Particulate,1,OBi1_set2,Glucose + NH4,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_3,39728648,Particulate,1,OBi1_set2,Glucose + NH4,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_4,38263936,Particulate,1,OBi1_set2,Homarine,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_5,23171764,Particulate,1,OBi1_set2,Homarine,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_6,38174820,Particulate,1,OBi1_set2,Homarine,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_7,69025600,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_8,38823600,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_226,211202_Smp_OBi1_9,35445912,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.27,216.06335,nontargeted,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],HILICPos_226,14,215.056073545,225
HILICPos_227,211202_Smp_OBi1_1,30952424.876454607,Particulate,1,OBi1_set2,Glucose + NH4,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_2,29264850.209486477,Particulate,1,OBi1_set2,Glucose + NH4,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_3,25622354.951255057,Particulate,1,OBi1_set2,Glucose + NH4,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_4,2930799.597268986,Particulate,1,OBi1_set2,Homarine,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_5,3541123.946969025,Particulate,1,OBi1_set2,Homarine,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_6,4088779.5111194463,Particulate,1,OBi1_set2,Homarine,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_7,19521988.108288396,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_8,20671325.13193077,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_227,211202_Smp_OBi1_9,17063307.768924203,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.063,217.12962,nontargeted,NA,NA,NA,NA,NA,226
HILICPos_228,211202_Smp_OBi1_1,1650799.7743424622,Particulate,1,OBi1_set2,Glucose + NH4,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_2,1546700.4860968394,Particulate,1,OBi1_set2,Glucose + NH4,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_3,1583822.7126122285,Particulate,1,OBi1_set2,Glucose + NH4,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_4,737116.1010279483,Particulate,1,OBi1_set2,Homarine,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_5,604417.1658186789,Particulate,1,OBi1_set2,Homarine,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_6,791371.0652413056,Particulate,1,OBi1_set2,Homarine,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_7,1551301.2910481812,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_8,1446094.7239520752,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_228,211202_Smp_OBi1_9,1255599.5106902297,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.932,219.00569,nontargeted,NA,[M+H],HILICPos_228,56,217.998413545,227
HILICPos_229,211202_Smp_OBi1_1,911615.2607439453,Particulate,1,OBi1_set2,Glucose + NH4,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_2,1549510.0651896806,Particulate,1,OBi1_set2,Glucose + NH4,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_3,1639792.913167984,Particulate,1,OBi1_set2,Glucose + NH4,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_4,100069.0695594779,Particulate,1,OBi1_set2,Homarine,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_5,71427.0882196688,Particulate,1,OBi1_set2,Homarine,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_6,64358.10227753766,Particulate,1,OBi1_set2,Homarine,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_7,1111334.208522264,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_8,941529.0747104957,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_229,211202_Smp_OBi1_9,1735665.968233508,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.515,219.04788,nontargeted,NA,NA,NA,NA,NA,228
HILICPos_230,211202_Smp_OBi1_1,13590047,Particulate,1,OBi1_set2,Glucose + NH4,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_2,14169518,Particulate,1,OBi1_set2,Glucose + NH4,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_3,12107130,Particulate,1,OBi1_set2,Glucose + NH4,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_4,10895010,Particulate,1,OBi1_set2,Homarine,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_5,10068674,Particulate,1,OBi1_set2,Homarine,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_6,10325489,Particulate,1,OBi1_set2,Homarine,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_7,12471928,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_8,12665408,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_230,211202_Smp_OBi1_9,10769970,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.438,219.09801,nontargeted,NA,[M+H],HILICPos_230,58,218.090733545,229
HILICPos_231,211202_Smp_OBi1_1,2317000.947958132,Particulate,1,OBi1_set2,Glucose + NH4,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_2,1768734.052551649,Particulate,1,OBi1_set2,Glucose + NH4,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_3,1475335.429117754,Particulate,1,OBi1_set2,Glucose + NH4,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_4,431257.3986033171,Particulate,1,OBi1_set2,Homarine,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_5,507507.301687978,Particulate,1,OBi1_set2,Homarine,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_6,481207.13404185127,Particulate,1,OBi1_set2,Homarine,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_7,1732452.2307079865,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_8,1278309.9126872143,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_231,211202_Smp_OBi1_9,1672234.9257132595,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.606,219.13409,nontargeted,NA,NA,NA,NA,NA,230
HILICPos_233,211202_Smp_OBi1_1,1764348.515367866,Particulate,1,OBi1_set2,Glucose + NH4,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_2,2412258.0638370793,Particulate,1,OBi1_set2,Glucose + NH4,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_3,1365325.9952127822,Particulate,1,OBi1_set2,Glucose + NH4,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_4,1793734.3573263497,Particulate,1,OBi1_set2,Homarine,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_5,2929448.492970613,Particulate,1,OBi1_set2,Homarine,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_6,2987677.3479586444,Particulate,1,OBi1_set2,Homarine,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_7,56731.81735784269,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_8,1242340.6519461963,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_233,211202_Smp_OBi1_9,52571.20755995512,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.443,220.12927,nontargeted,NA,NA,NA,NA,NA,231
HILICPos_234,211202_Smp_OBi1_1,7166045,Particulate,1,OBi1_set2,Glucose + NH4,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_2,5815166,Particulate,1,OBi1_set2,Glucose + NH4,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_3,6157448,Particulate,1,OBi1_set2,Glucose + NH4,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_4,954735,Particulate,1,OBi1_set2,Homarine,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_5,974979,Particulate,1,OBi1_set2,Homarine,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_6,752380,Particulate,1,OBi1_set2,Homarine,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_7,3826240,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_8,3678358,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_234,211202_Smp_OBi1_9,3654849,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.489,221.0587,nontargeted,NA,NA,NA,NA,NA,232
HILICPos_235,211202_Smp_OBi1_1,2338684.8233714597,Particulate,1,OBi1_set2,Glucose + NH4,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_2,1755175.522270181,Particulate,1,OBi1_set2,Glucose + NH4,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_3,2220540.3704134263,Particulate,1,OBi1_set2,Glucose + NH4,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_4,583225.842032905,Particulate,1,OBi1_set2,Homarine,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_5,596974.2119752368,Particulate,1,OBi1_set2,Homarine,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_6,446887.9153027312,Particulate,1,OBi1_set2,Homarine,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_7,1992661.6824965193,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_8,1961156.4070774629,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_235,211202_Smp_OBi1_9,1876400.2173291224,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.415,225.01591,nontargeted,NA,NA,NA,NA,NA,233
HILICPos_236,211202_Smp_OBi1_1,613461.0636225013,Particulate,1,OBi1_set2,Glucose + NH4,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_2,559528.9627193847,Particulate,1,OBi1_set2,Glucose + NH4,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_3,615770.9012899596,Particulate,1,OBi1_set2,Glucose + NH4,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_4,53468.63866346229,Particulate,1,OBi1_set2,Homarine,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_5,138731.13175941742,Particulate,1,OBi1_set2,Homarine,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_6,97029.5805411591,Particulate,1,OBi1_set2,Homarine,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_7,2052276.76333594,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_8,2132984.333283104,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_236,211202_Smp_OBi1_9,2771689.3296863264,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.785,225.0538,nontargeted,NA,NA,NA,NA,NA,234
HILICPos_237,211202_Smp_OBi1_1,8237843.917422307,Particulate,1,OBi1_set2,Glucose + NH4,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_2,8305497.004100346,Particulate,1,OBi1_set2,Glucose + NH4,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_3,8583653.503617525,Particulate,1,OBi1_set2,Glucose + NH4,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_4,7304884.493482906,Particulate,1,OBi1_set2,Homarine,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_5,5161817.140732209,Particulate,1,OBi1_set2,Homarine,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_6,5226213.701107863,Particulate,1,OBi1_set2,Homarine,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_7,7398663.278361522,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_8,6826079.620111056,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_237,211202_Smp_OBi1_9,8220454.95350463,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.442,226.0378,nontargeted,NA,NA,NA,NA,NA,235
HILICPos_240,211202_Smp_OBi1_1,10818845,Particulate,1,OBi1_set2,Glucose + NH4,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_2,11540665,Particulate,1,OBi1_set2,Glucose + NH4,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_3,14596273,Particulate,1,OBi1_set2,Glucose + NH4,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_4,7123031,Particulate,1,OBi1_set2,Homarine,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_5,4590604,Particulate,1,OBi1_set2,Homarine,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_6,6440394,Particulate,1,OBi1_set2,Homarine,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_7,12771485,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_8,9242231,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_240,211202_Smp_OBi1_9,11729559,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.896,228.09781,nontargeted,NA,[M+H],HILICPos_240,59,227.090533545,236
HILICPos_243,211202_Smp_OBi1_1,13677895.552402932,Particulate,1,OBi1_set2,Glucose + NH4,15.472,232.16599,nontargeted,NA,[M+H],HILICPos_243,61,231.158713545,237
HILICPos_243,211202_Smp_OBi1_2,13148371.403027074,Particulate,1,OBi1_set2,Glucose + NH4,15.472,232.16599,nontargeted,NA,[M+H],HILICPos_243,61,231.158713545,237
HILICPos_243,211202_Smp_OBi1_3,12433294.51602607,Particulate,1,OBi1_set2,Glucose + NH4,15.472,232.16599,nontargeted,NA,[M+H],HILICPos_243,61,231.158713545,237
